25110	120	56	64
25230	120	56	64
25350	120	56	64
25470	120	56	64
25590	120	56	64
25710	120	56	64
25830	120	56	64
25950	120	56	64
26070	120	56	64
26190	120	56	64
26310	120	56	64
26430	120	56	64
26550	120	56	64
26670	120	56	64
26790	120	56	64
26910	120	56	64
27030	120	56	64
27150	120	56	64
27270	120	56	64
27390	120	56	64
27510	120	56	64
27630	120	56	64
27750	120	56	64
27870	120	56	64
27990	120	56	64
28110	120	56	64
28230	120	56	64
28350	120	56	64
28470	120	56	64
28590	120	56	64
28710	120	56	64
28830	120	56	64
28950	120	56	64
29070	120	56	64
29190	120	56	64
29310	120	56	64
29430	120	56	64
29550	120	56	64
29670	120	56	64
29790	120	56	64
29910	120	56	64
30030	120	56	64
30150	120	56	64
30270	120	56	64
30390	120	56	64
30510	120	56	64
30630	120	56	64
30750	120	56	64
30870	120	56	64
30990	120	56	64
31110	120	56	64
31230	120	56	64
31350	120	56	64
31470	120	56	64
31590	120	56	64
31710	120	56	64
31830	120	56	64
31950	120	56	64
32070	90	38	52
32160	120	38	82
32280	105	38	67
32385	100	38	62
32485	100	38	62
32585	100	38	62
32685	100	38	62
32785	100	38	62
32885	100	38	62
32985	100	38	62
33085	100	38	62
33185	100	38	62
33285	100	38	62
33385	100	38	62
33485	100	38	62
33585	100	38	62
33685	100	38	62
33785	100	38	62
33885	100	38	62
33985	100	38	62
34085	100	38	62
34185	100	38	62
34285	100	38	62
34385	100	38	62
34485	100	38	62
34585	100	38	62
34685	100	38	62
34785	100	38	62
34885	100	38	62
34985	100	38	62
35085	100	38	62
35185	100	38	62
35285	100	38	62
35385	100	38	62
35485	100	38	62
35585	100	38	62
35685	100	38	62
35785	100	38	62
35885	100	38	62
35985	100	38	62
36085	100	38	62
36185	100	38	62
36285	100	38	62
36385	100	38	62
36485	100	38	62
36585	100	38	62
36685	100	38	62
36785	100	38	62
36885	100	38	62
36985	100	38	62
37085	100	38	62
37185	100	38	62
37285	100	38	62
37385	100	38	62
37485	100	38	62
37585	100	38	62
37685	100	38	62
37785	100	38	62
37885	100	38	62
37985	100	38	62
38085	100	38	62
38185	100	38	62
38285	100	38	62
38385	100	38	62
38485	100	38	62
38585	100	38	62
38685	100	38	62
38785	100	38	62
38885	100	38	62
38985	100	38	62
39085	100	38	62
39185	100	38	62
39285	100	38	62
39385	100	38	62
39485	100	38	62
39585	100	38	62
39685	100	38	62
39785	100	38	62
39885	100	38	62
39985	100	38	62
40085	100	38	62
40185	100	38	62
40285	100	38	62
40385	100	38	62
40485	100	38	62
40585	100	38	62
40685	100	38	62
40785	100	38	62
40885	100	38	62
40985	100	38	62
41085	100	38	62
41185	100	38	62
41285	100	38	62
41385	100	38	62
41485	100	38	62
41585	100	38	62
41685	100	38	62
41785	100	38	62
41885	100	38	62
41985	100	38	62
42085	100	38	62
42185	100	38	62
42285	100	38	62
42385	100	38	62
42485	100	38	62
42585	100	38	62
42685	100	38	62
42785	100	38	62
42885	100	38	62
42985	100	38	62
43085	100	38	62
43185	100	38	62
43285	100	38	62
43385	100	38	62
43485	100	38	62
43585	100	38	62
43685	100	38	62
43785	100	38	62
43885	100	38	62
43985	100	38	62
44085	100	38	62
