Plate ID	Hour	Min	Second	Travel Orientation	LaneID
JRCT683	8	6	47	1	3
JR0C649	8	6	47	2	1
JRMH939	8	6	47	3	2
wp	8	6	47	1	2
JRPS371	8	6	48	1	2
JR5588M	8	6	49	3	2
JR61527	8	6	49	1	1
JR2260M	8	6	49	3	3
JGQKA586	8	6	49	1	3
JR8A312	8	6	50	1	2
JGLW6373	8	6	50	3	2
JR43367	8	6	50	3	1
JRUJ025	8	6	51	1	3
JRGH752	8	6	52	3	2
JRAB915	8	6	52	1	2
JR2957E	8	6	55	3	2
JR76727	8	6	55	1	3
JRRY859	8	6	57	1	3
JRJQ828	8	6	58	1	2
JR8K877	8	6	58	3	2
JRT2688	8	7	0	1	2
JR73971	8	7	1	1	1
JRT2332	8	7	2	1	2
JRMQ189	8	7	4	1	2
JR4Y328	8	7	5	1	3
JRXB888	8	7	6	1	2
wp	8	7	6	1	1
JRT8686	8	7	7	1	3
JRTD021	8	7	8	1	3
JA1709V	8	7	8	1	2
JRWD392	8	7	8	1	1
JRWN087	8	7	10	1	2
JR26C31	8	7	11	1	2
JRGZ557	8	7	11	1	3
JR2207U	8	7	13	1	3
JR67572	8	7	13	1	2
JRNA516	8	7	14	1	1
JR93N71	8	7	15	1	3
JRTA025	8	7	16	1	3
LFUW815	8	7	16	1	2
JGGLD911	8	7	17	1	1
JRT8636	8	7	18	1	2
JRMF924	8	7	18	1	3
JRZX073	8	7	19	1	1
JGQTF767	8	7	19	1	2
JR38H02	8	7	20	1	3
JRTA850	8	7	21	1	1
JRT8706	8	7	21	1	2
JRSU759	8	7	22	1	3
JRBP787	8	7	22	1	2
JRGT286	8	7	23	1	1
JGPRS536	8	7	24	1	1
JR0R009	8	7	25	3	1
JRD5539	8	7	26	1	1
JNRA6299	8	7	26	1	3
JAPD559	8	7	27	1	2
JR61594	8	7	28	1	3
wp	8	7	31	1	1
wp	8	7	34	1	3
JRRG351	8	7	36	1	3
JRTA935	8	7	40	1	3
JGMJ2628	8	7	46	4	2
JRT8792	8	7	47	2	3
JF616HZ	8	7	49	3	3
JR55399	8	7	49	4	1
JR71K98	8	7	50	4	2
JRU3980	8	7	50	2	3
JR0T991	8	7	50	2	2
JR89A16	8	7	51	1	3
JRED996	8	7	52	2	2
JRSG199	8	7	52	4	3
JGP7DT97	8	7	53	4	2
JR4Q501	8	7	53	2	3
JRT8982	8	7	54	2	1
JRGQ389	8	7	55	4	2
JR8T292	8	7	55	4	3
JNAEC748	8	7	55	4	1
JRT8983	8	7	56	2	2
JR89800	8	7	57	4	3
JRT1338	8	7	58	4	1
JGPMJ991	8	7	58	2	3
JRWJ545	8	7	58	2	2
JRSW791	8	7	59	4	3
JGN44S36	8	8	0	4	3
JR8D926	8	8	1	2	3
JGQXJ830	8	8	1	2	2
JRY8117	8	8	2	4	3
JRK5297	8	8	2	4	1
JRD6552	8	8	3	4	2
JRA8366	8	8	4	2	1
JR2F135	8	8	5	4	3
JR3J575	8	8	6	4	2
JRR9065	8	8	6	4	3
JRW8080	8	8	8	4	3
JR0U963	8	8	11	4	2
JRTA390	8	8	11	2	3
JGY59190	8	8	12	4	3
JR8F068	8	8	13	4	3
JRT8709	8	8	14	4	2
JGPJZ008	8	8	15	4	3
JGQ59N58	8	8	17	4	1
JRN9597	8	8	19	4	1
JRAB413	8	8	22	4	1
JGGZR699	8	8	22	4	2
JR8923F	8	8	23	3	1
JGLW7179	8	8	23	2	1
JRUP986	8	8	24	4	1
JRA8989	8	8	26	4	1
JRJY057	8	8	29	4	1
JR0A589	8	8	29	2	1
JR8D736	8	8	31	4	1
JRPT979	8	8	32	4	2
JR67S19	8	8	36	4	1
SHAD752U	8	8	38	1	1
JR63002	8	8	38	1	3
JR80369	8	8	38	3	3
MJD2116	8	8	39	1	2
JGN83LL6	8	8	41	1	1
JPWQ348	8	8	42	3	2
wp	8	8	42	1	3
JGGXN066	8	8	44	1	1
JRSY066	8	8	44	3	3
JRQY979	8	8	45	1	2
JRSR066	8	8	45	1	3
JR8X736	8	8	46	3	1
JR3R100	8	8	46	3	2
JR7933F	8	8	46	1	3
JR3D816	8	8	47	1	2
JGQ12586	8	8	48	3	3
JR4H331	8	8	48	1	3
JR68H82	8	8	48	1	2
JRT2628	8	8	49	3	2
JRV9876	8	8	49	1	1
JGPP1631	8	8	50	3	3
wp	8	8	50	1	3
JRMS086	8	8	51	1	2
JRR5227	8	8	51	3	2
JR60G92	8	8	52	1	2
JR3X176	8	8	52	1	1
JRT1811	8	8	52	3	3
JRQH428	8	8	54	3	2
JGPFZ596	8	8	55	3	3
JR92961	8	8	55	1	2
JRYX326	8	8	55	1	3
JGNH9787	8	8	55	1	1
YG7A017	8	8	56	3	2
JRMN979	8	8	57	3	1
JRT2532	8	8	57	1	3
JRVH919	8	8	58	1	2
JRNN619	8	8	58	3	3
JR81R96	8	8	59	3	1
JRUW356	8	9	0	1	1
JR91F61	8	9	0	1	3
JGNJ5209	8	9	1	3	2
wp	8	9	1	1	3
JRUU870	8	9	2	1	2
JRAU262	8	9	3	1	3
JRQN535	8	9	4	3	2
JRSH782	8	9	5	1	3
JRPF916	8	9	6	3	3
JRA5561	8	9	6	1	2
JRPY796	8	9	8	1	1
JR07A38	8	9	8	1	2
JR83J80	8	9	9	1	3
JR81717	8	9	10	1	2
JRZY721	8	9	11	1	3
JGQ725P2	8	9	12	1	2
JRR0998	8	9	13	1	1
JR7L126	8	9	13	1	3
JRN5221	8	9	14	1	2
JRJX984	8	9	15	1	3
JRPY923	8	9	16	1	2
JRKK004	8	9	16	1	1
JGNG3676	8	9	18	1	3
JRJS726	8	9	18	1	2
JGNS0687	8	9	19	1	1
JRPV091	8	9	19	1	2
JRHL304	8	9	21	1	1
JR5391S	8	9	22	1	2
JR73603	8	9	22	1	3
JR2658E	8	9	23	1	1
WLYL997	8	9	24	1	3
JR0637B	8	9	24	1	2
HEMS5560	8	9	24	3	2
JRWW624	8	9	25	1	1
JR02168	8	9	26	1	2
JR5Z696	8	9	27	1	2
JR21H69	8	9	28	1	3
JRYE432	8	9	28	1	1
JRAM617	8	9	30	2	1
JR05R09	8	9	30	1	3
JRSD031	8	9	32	1	3
JRWZ114	8	9	32	1	1
JRSL087	8	9	35	2	2
JRM6808	8	9	38	1	3
JRPJ533	8	9	40	1	3
JGN82616	8	9	44	1	3
JR7Q901	8	9	46	1	3
JRZL389	8	9	48	2	3
JGNRN202	8	9	48	4	3
JRT8578	8	9	48	2	2
JRW1977	8	9	49	2	1
JRKK244	8	9	49	1	3
JRPJ628	8	9	50	4	1
JRT8709	8	9	51	2	3
JRCX251	8	9	52	4	2
JR20R13	8	9	52	1	3
JRX1711	8	9	53	4	3
JNN09312	8	9	53	2	2
JRT8117	8	9	54	4	2
JRLX091	8	9	55	4	1
JRZY931	8	9	55	4	3
JR7A006	8	9	57	4	3
JRWH909	8	9	58	4	2
JGP66Y78	8	9	59	4	3
JRRZ597	8	9	59	4	2
JRQ0669	8	10	1	4	3
JR8U657	8	10	2	4	2
JGPF5Q61	8	10	2	4	3
JRTA117	8	10	3	2	1
JRW1260	8	10	3	4	3
JGN11R28	8	10	4	4	2
JRAE468	8	10	5	4	3
wp	8	10	6	4	1
JR52B50	8	10	7	4	3
JR5E333	8	10	8	4	2
JRT2097	8	10	9	4	3
JR8J980	8	10	12	4	3
JR32N06	8	10	12	4	2
JR3003N	8	10	13	4	1
JR39P21	8	10	14	4	3
JRMG278	8	10	16	4	1
JRRC002	8	10	16	4	2
JRAE061	8	10	17	4	3
JGGZW656	8	10	18	4	3
JRJB699	8	10	19	4	1
JR0G782	8	10	20	4	3
JRRP999	8	10	22	2	1
JRT2006	8	10	24	4	1
JRTA180	8	10	28	2	1
JRLZ687	8	10	29	4	1
JGPL6T67	8	10	30	3	1
JRH1394	8	10	36	2	1
JRT1828	8	10	36	2	2
JRX1009	8	10	37	3	3
JRYH409	8	10	37	1	2
JGNMV666	8	10	38	4	1
JRT8557	8	10	38	2	3
JRT8152	8	10	39	1	3
JR6V821	8	10	40	1	1
JRZ8181	8	10	40	1	2
JR2L619	8	10	41	3	2
JRVD693	8	10	42	1	2
JGPCF982	8	10	42	3	3
JRVW993	8	10	42	1	3
JGQC6V09	8	10	43	3	1
JNNMJ338	8	10	43	1	1
JR4V856	8	10	44	3	2
JRT8800	8	10	45	1	3
JR39377	8	10	46	3	2
JR0452A	8	10	46	1	1
JRAA859	8	10	47	1	2
JRYZ932	8	10	48	3	2
JR5F797	8	10	49	1	3
JRPW132	8	10	50	3	2
JRZM073	8	10	50	1	2
JGE45837	8	10	51	1	3
JR59S67	8	10	51	1	2
JRJR622	8	10	52	1	1
JGPZ6196	8	10	52	3	2
JR9Z693	8	10	53	1	3
JRHV926	8	10	53	3	3
JR05A99	8	10	53	1	2
JLVW736	8	10	54	3	2
JGGQT832	8	10	55	1	2
JGP3L299	8	10	55	1	3
JR7E860	8	10	55	1	1
JRCS657	8	10	56	3	3
JR31G00	8	10	56	1	1
JRTA397	8	10	56	3	1
JRRR207	8	10	57	1	2
JRW0809	8	10	59	1	2
JRPD506	8	10	59	3	2
JR94331	8	10	59	1	3
JGA80981	8	11	0	3	2
JGPA1879	8	11	1	1	2
JRXA428	8	11	2	3	3
JR73153	8	11	2	1	3
JRAQ951	8	11	2	3	2
JRVY757	8	11	3	3	3
wp	8	11	3	1	2
JRV2333	8	11	4	1	3
JRQ9968	8	11	4	3	2
JR0986S	8	11	5	1	2
JRNM776	8	11	5	1	3
JR88S86	8	11	6	1	1
JRLZ911	8	11	7	1	3
JRLT505	8	11	7	1	2
JR09H92	8	11	9	1	3
YJKM726	8	11	9	1	2
JGP156Q1	8	11	11	1	3
JRZL336	8	11	11	1	1
JR33316	8	11	11	3	2
JRTA625	8	11	12	3	3
JR00932	8	11	13	1	2
JGP09Y78	8	11	13	1	3
JGN39628	8	11	15	1	1
wp	8	11	15	1	2
JRHZ028	8	11	16	1	2
JRSL613	8	11	16	1	3
JRZY225	8	11	17	1	2
JR6J132	8	11	17	1	3
JR90D27	8	11	19	1	2
JR71E06	8	11	20	1	1
JGYN3518	8	11	20	1	2
JR92E22	8	11	21	1	1
JR60S08	8	11	22	1	2
JH2U559	8	11	23	1	1
JNDU2959	8	11	24	1	2
JRT8159	8	11	25	1	2
JNAGU703	8	11	26	1	2
JR06J98	8	11	26	1	3
wp	8	11	26	1	1
JR78657	8	11	27	1	3
LGDM066	8	11	28	1	2
JRJJ257	8	11	29	1	3
JRSE966	8	11	32	1	3
JRWW224	8	11	32	3	3
JRRM551	8	11	36	1	3
JRQZ510	8	11	42	1	3
JRU6739	8	11	44	4	3
JGQSA911	8	11	46	4	2
JR79A07	8	11	48	2	3
JGKV8938	8	11	48	2	2
JGQ0A867	8	11	49	2	1
MAC7830	8	11	49	4	1
JRT8916	8	11	50	2	2
JR70181	8	11	50	4	3
JRKD266	8	11	51	4	2
JR7W327	8	11	52	2	1
JR7636V	8	11	53	2	3
JRSD009	8	11	53	4	3
JNHH0866	8	11	54	4	2
JR0U222	8	11	55	4	3
JR7R337	8	11	56	4	2
JGNRM777	8	11	56	2	3
JRT8057	8	11	57	2	2
JRVF629	8	11	58	4	3
JR8126K	8	11	58	4	2
JR8881L	8	11	59	2	3
JR5C629	8	12	0	4	2
JR5876J	8	12	0	4	3
JNMYT488	8	12	1	4	3
JRT8722	8	12	1	2	3
JNJE2912	8	12	3	4	1
JR2C136	8	12	3	4	3
JRR7116	8	12	6	4	3
JR84377	8	12	7	4	1
JGGCR401	8	12	7	2	3
JRRS579	8	12	8	4	2
JRM6268	8	12	8	4	3
JR43687	8	12	8	2	2
JGN60D17	8	12	9	2	1
JRYM679	8	12	9	4	3
JRAY251	8	12	10	4	2
JR2080F	8	12	11	4	3
JR05609	8	12	12	4	3
JRMZ903	8	12	12	4	1
JR0Z105	8	12	14	4	3
JRTA522	8	12	15	4	3
JR0C180	8	12	16	4	1
JRJY136	8	12	17	4	3
JR8001X	8	12	17	4	1
JR00A98	8	12	20	4	3
JNDZN069	8	12	21	4	2
JRSE800	8	12	22	4	1
JRT8555	8	12	26	2	1
JRGY736	8	12	26	4	1
wp	8	12	30	2	1
JGN1JN99	8	12	32	4	1
JNNT8971	8	12	38	4	1
JNH01078	8	12	38	3	3
JGQ25923	8	12	39	1	1
JR8W362	8	12	39	1	2
JNNJ3532	8	12	39	1	3
JGJR9177	8	12	39	3	2
JR98H87	8	12	41	3	3
JRXF833	8	12	41	1	1
JGQT5B11	8	12	42	1	2
JA0Z859	8	12	43	3	2
JR69997	8	12	44	1	3
JRWH488	8	12	44	1	1
JR64562	8	12	44	3	3
JGNZS622	8	12	45	3	2
JR44351	8	12	45	1	2
JRYH879	8	12	46	1	3
JGNRN558	8	12	46	3	2
JGN699L9	8	12	46	1	1
JRZZ038	8	12	47	1	2
JRJS924	8	12	48	1	1
JRXY423	8	12	49	1	2
JR23542	8	12	49	1	3
JR0A712	8	12	51	1	2
JRYA513	8	12	51	1	1
JR69722	8	12	51	3	3
JR8A007	8	12	53	3	2
JGMY5723	8	12	53	1	3
JRDN068	8	12	54	1	2
JGMU3162	8	12	54	3	3
JRXP697	8	12	55	1	1
JRQV788	8	12	55	1	3
JRC6657	8	12	57	1	2
JGNR0992	8	12	57	3	3
JNMF8583	8	12	58	1	2
JRYY875	8	12	58	1	1
JGPAG260	8	13	0	2	1
JR63789	8	13	0	1	3
JRXR373	8	13	1	1	2
JRT2972	8	13	2	1	1
JGNAN808	8	13	2	1	3
wp	8	13	3	1	2
JRT2377	8	13	4	1	2
wp	8	13	4	1	3
JR5707W	8	13	5	1	3
JGQE3X36	8	13	6	1	2
JRT2375	8	13	7	3	3
JRZV773	8	13	7	1	3
JRJH116	8	13	8	1	2
HEELV878	8	13	9	1	2
JTQ2777	8	13	9	1	3
JGQ5J912	8	13	10	1	3
JGNFY766	8	13	11	1	1
JRZL991	8	13	12	1	2
JRJY773	8	13	13	1	2
JRUH853	8	13	13	1	3
JRWT223	8	13	15	1	3
JRY0066	8	13	16	1	2
JRZ5546	8	13	16	1	1
JRT8637	8	13	17	1	3
JRTA757	8	13	17	1	2
JRBU992	8	13	18	3	2
JR8888H	8	13	20	1	2
JRLV195	8	13	22	1	3
JRXC126	8	13	24	1	1
JGE65929	8	13	24	1	3
JRGX712	8	13	24	3	3
JRWE832	8	13	31	3	1
JR7U926	8	13	33	1	3
JRJY908	8	13	33	1	2
JE65711	8	13	39	1	1
JGN6GC67	8	13	43	1	3
JRT2313	8	13	47	2	3
JRPV193	8	13	47	2	2
JRZR170	8	13	48	4	3
JRHM516	8	13	49	4	2
JR2011G	8	13	50	2	2
JGN98X46	8	13	50	4	3
JR7325U	8	13	50	2	3
JRWG936	8	13	50	2	1
JR8160B	8	13	51	4	1
JRNM762	8	13	52	4	2
JGP9S929	8	13	52	2	3
JR00834	8	13	52	2	2
JRAU693	8	13	53	4	3
JRSW791	8	13	53	2	3
JR7806A	8	13	54	4	2
JRJR917	8	13	55	2	2
JRR3658	8	13	55	2	1
JR7718L	8	13	55	4	3
JRWM757	8	13	55	2	3
JRTA802	8	13	56	2	2
JR9031R	8	13	56	4	1
JRSG004	8	13	56	4	2
JR3Y511	8	13	59	2	3
JRT8371	8	13	59	2	2
JRKY137	8	14	1	4	3
JRJP203	8	14	3	4	3
JRFX939	8	14	4	4	3
JRET708	8	14	6	4	3
JGPRH012	8	14	11	3	1
JRHM336	8	14	12	4	3
JF37552	8	14	12	2	1
JR26521	8	14	13	4	1
JR08C81	8	14	13	4	2
JR8878S	8	14	14	2	3
JRKU133	8	14	14	4	3
JRYE012	8	14	15	4	3
JRSH332	8	14	16	4	1
JRT2079	8	14	16	2	2
JR3870L	8	14	18	4	1
JGNVD266	8	14	19	4	3
JRZ2760	8	14	20	4	2
JR71P79	8	14	22	4	1
JRU6116	8	14	25	4	1
JRG9851	8	14	27	2	1
JGN2Z098	8	14	29	2	1
JR5Q922	8	14	34	4	1
JRAL221	8	14	35	2	1
JR8N313	8	14	39	1	1
JR94676	8	14	40	1	3
JR67S92	8	14	40	1	2
JRRQ573	8	14	41	3	3
wp	8	14	41	3	2
JRXK759	8	14	42	1	2
JR9U185	8	14	43	1	1
JRNY858	8	14	43	1	3
JGN56P48	8	14	43	3	3
JRUF596	8	14	45	1	2
JRLN652	8	14	45	1	1
JR2L732	8	14	45	3	3
JGQ226E8	8	14	46	3	2
JRTA257	8	14	47	1	2
JRT2107	8	14	47	1	1
JGPE8E02	8	14	48	3	2
JRCZ278	8	14	48	3	3
JR69875	8	14	49	1	3
JRUT576	8	14	50	1	2
JGN0YP88	8	14	50	3	3
JRMF025	8	14	51	1	1
JGN0B770	8	14	52	3	2
JR31A65	8	14	53	1	3
wp	8	14	53	1	2
JR80E69	8	14	55	3	2
JRXR798	8	14	55	3	1
wp	8	14	55	1	1
JR0R999	8	14	56	1	3
JRSE391	8	14	56	1	2
JRJ5155	8	14	57	3	2
SHRT3563	8	14	58	1	1
JF62616	8	14	58	1	2
JRZX502	8	14	58	3	3
HAEX886	8	14	58	1	2
JGNHL736	8	14	58	1	3
JR2U523	8	14	59	1	1
JRAR117	8	14	59	3	2
JGNG66V8	8	15	0	1	2
JR7R912	8	15	0	3	3
JRQT910	8	15	1	1	3
JR8V662	8	15	3	1	2
wp	8	15	3	1	3
JRWZ289	8	15	4	1	1
JR33623	8	15	4	1	3
JRX1681	8	15	4	1	2
JR7C90M	8	15	6	1	3
JR79213	8	15	6	1	2
JRAH444	8	15	8	1	2
JR2226X	8	15	9	1	2
JR2815U	8	15	9	1	3
JRAS027	8	15	11	1	3
JGNUR961	8	15	14	1	3
JR00D28	8	15	16	1	2
JGM73082	8	15	17	1	2
JRPM206	8	15	19	1	2
JR82G21	8	15	20	1	1
JR50833	8	15	20	1	3
JRT2215	8	15	21	1	2
JRXQ679	8	15	22	1	2
JRLW318	8	15	22	1	3
JRT1845	8	15	23	1	2
JR00691	8	15	24	1	3
JGN8ES33	8	15	26	1	2
JRUF076	8	15	26	1	3
JRKQ581	8	15	27	1	1
JRB1623	8	15	29	1	2
JGLN1186	8	15	29	1	3
GUDAT219	8	15	31	1	1
JGFK7063	8	15	31	1	3
JRNE716	8	15	44	1	3
JRVS797	8	15	46	4	2
JGKD3719	8	15	47	2	3
JR51D75	8	15	47	4	3
JGPY8709	8	15	48	2	2
JRYY871	8	15	49	2	1
JRT2801	8	15	49	4	1
JRHY309	8	15	49	3	1
JRTA311	8	15	50	4	3
JGN0AJ89	8	15	50	4	2
JR3G009	8	15	51	2	2
JRLS363	8	15	52	4	2
JRAA550	8	15	53	2	3
JRAW122	8	15	53	2	1
JR8530R	8	15	53	4	3
JRE9888	8	15	53	2	2
JR5D316	8	15	53	1	3
JRKB338	8	15	55	2	3
JR54510	8	15	55	4	1
JRLL916	8	15	56	2	2
JRTA901	8	15	56	2	1
JGQUW830	8	15	56	4	3
JRUN021	8	15	58	4	2
JR82R18	8	15	59	4	3
JRTA336	8	16	1	2	2
JR53611	8	16	1	4	3
JGN2Y525	8	16	2	4	2
JRQ7072	8	16	3	4	2
JR0617A	8	16	4	4	3
JRRB050	8	16	6	4	3
JR35737	8	16	8	4	3
JR2S021	8	16	10	4	3
JRT8557	8	16	12	4	3
JGNUE169	8	16	12	4	1
JGNRM777	8	16	14	4	3
JRYY519	8	16	15	4	1
JR91596	8	16	15	4	3
JRRR808	8	16	17	4	1
JRUP196	8	16	19	4	1
JGNST006	8	16	19	4	3
JR26E11	8	16	21	4	1
JGNNC522	8	16	22	2	3
JRTA303	8	16	23	2	2
JRT8057	8	16	24	4	1
JNJUU595	8	16	26	4	1
JR63710	8	16	27	2	1
JR63733	8	16	32	2	1
JR6V787	8	16	37	4	1
JRMQ951	8	16	37	2	1
JRF4444	8	16	39	1	1
JR63778	8	16	39	3	3
JR85P67	8	16	39	3	2
JRUZ913	8	16	40	1	2
wp	8	16	41	3	1
JRZJ506	8	16	42	1	1
JGN3H635	8	16	42	3	3
wp	8	16	42	1	3
wp	8	16	43	3	2
JRRQ089	8	16	44	1	1
JRMQ909	8	16	45	1	3
JR0217A	8	16	45	3	3
JRAG032	8	16	46	3	2
wp	8	16	46	1	2
JRT2156	8	16	47	1	3
JGC90258	8	16	47	1	1
JR9X157	8	16	47	3	1
wp	8	16	48	1	2
JGNA1M35	8	16	49	3	3
JRG0759	8	16	50	1	3
JR5W558	8	16	50	3	2
JR3308E	8	16	50	1	2
JRT8895	8	16	52	1	3
JRW1727	8	16	52	3	3
JR85C63	8	16	53	3	2
JR33K06	8	16	53	1	2
JGPSX171	8	16	54	1	3
JJ7603M	8	16	54	3	3
JRAW938	8	16	54	1	2
JGN595B6	8	16	54	1	1
JR3970J	8	16	55	3	2
JRMP121	8	16	56	3	1
JGNL1111	8	16	56	1	2
JGPGG161	8	16	56	1	3
JR8W111	8	16	56	1	1
JR88R50	8	16	58	1	2
JR69035	8	16	58	3	3
JR3H531	8	16	58	1	3
JGNUJ033	8	17	0	1	3
JRMH627	8	17	0	1	1
JRUR767	8	17	3	1	2
JRUK518	8	17	3	1	1
JRYL531	8	17	4	1	3
JRZX701	8	17	5	3	2
JR0Z973	8	17	6	1	3
JRAN857	8	17	6	1	1
JRVC618	8	17	6	1	2
WLPW586	8	17	8	1	2
JRSL909	8	17	9	1	1
JR90A85	8	17	9	1	2
JR09966	8	17	10	1	3
JR2J121	8	17	11	1	2
JRZX572	8	17	12	1	1
JRTA700	8	17	12	1	2
JR5Z756	8	17	13	1	2
JGPUD222	8	17	14	1	3
JGPC5X67	8	17	15	1	2
JGQHC383	8	17	16	1	2
JR26G21	8	17	17	1	1
JRTA355	8	17	18	1	2
JRN7936	8	17	21	1	2
JR3R777	8	17	22	1	2
JRQ6668	8	17	22	3	3
JR8898D	8	17	22	1	3
SCNY156	8	17	22	1	1
JR6H719	8	17	23	1	3
LNM0256	8	17	24	1	1
JR8D881	8	17	24	1	2
JRT8565	8	17	25	1	2
JGMQ8003	8	17	28	3	2
JGAJ1415	8	17	28	1	2
JRLK369	8	17	29	1	3
JRXH920	8	17	29	1	2
JGLA6336	8	17	30	1	1
JRW8666	8	17	31	1	2
JRT8192	8	17	31	1	3
JR81R86	8	17	33	1	2
wp	8	17	39	1	1
JRJJ188	8	17	40	1	3
JRN2991	8	17	47	2	3
JGP9PP67	8	17	48	4	3
JRZD287	8	17	49	2	3
JR88A27	8	17	49	4	2
JEUW805	8	17	49	2	2
JGLW8629	8	17	50	4	1
JR6967T	8	17	51	4	3
JRZX927	8	17	52	4	2
JRZJ267	8	17	52	2	3
JRT2057	8	17	53	2	2
JRNG976	8	17	54	2	1
JR64593	8	17	54	4	3
JRJR077	8	17	54	4	2
JR5N785	8	17	55	2	3
JR6R580	8	17	56	4	3
wp	8	17	56	4	1
JR3R201	8	17	57	2	3
JRT9203	8	17	57	4	2
JGPT7S29	8	17	57	4	3
JF132E3	8	17	58	1	1
JRV3871	8	17	59	2	2
JRMH953	8	17	59	4	3
JRTA011	8	17	59	2	1
JR0R616	8	18	1	4	3
JRT1889	8	18	2	4	3
wp	8	18	2	2	3
JRU4929	8	18	3	4	1
JR09986	8	18	3	2	1
wp	8	18	3	4	2
JRJP203	8	18	4	2	3
JJAXY718	8	18	5	4	3
JRP4196	8	18	5	4	3
JGLX1808	8	18	7	4	3
JRS6044	8	18	7	4	2
JR72073	8	18	9	4	2
JRR3331	8	18	11	4	3
JGGXR559	8	18	13	4	3
JRAU269	8	18	13	4	2
JRU3862	8	18	16	4	1
JR02657	8	18	16	4	3
JGN6D897	8	18	18	4	1
JRYH282	8	18	19	4	3
JGJD9420	8	18	21	4	2
JR90670	8	18	23	4	1
JRGV799	8	18	25	2	2
JGGYQ618	8	18	26	4	1
JR30126	8	18	26	2	1
JGPRG111	8	18	30	2	1
JRLQ730	8	18	30	4	1
JRW6652	8	18	32	4	2
JRN0045	8	18	32	2	1
JR96838	8	18	33	4	1
JRAU708	8	18	37	3	1
JRWD067	8	18	37	2	1
JRTJ992	8	18	40	3	2
JR8715A	8	18	41	4	1
JRT8721	8	18	41	1	1
JRTE050	8	18	41	3	3
JGQK6H62	8	18	42	1	2
JNLH7251	8	18	43	3	2
JR77102	8	18	43	1	3
JR75969	8	18	43	1	1
JGPH8159	8	18	44	3	3
JR83948	8	18	44	1	2
JR0857U	8	18	45	1	3
JA2UA87	8	18	45	3	1
JRNU337	8	18	45	3	2
JR8511G	8	18	46	1	2
JRN2127	8	18	47	3	3
JRZV321	8	18	48	1	2
JRT2699	8	18	48	1	3
JR51086	8	18	48	3	2
JR9C578	8	18	49	3	3
JGPN9L79	8	18	50	3	2
JRUV622	8	18	50	1	2
JRTA229	8	18	51	3	3
JRLN719	8	18	51	1	3
JR03J17	8	18	52	1	2
JGEZ7275	8	18	52	1	1
JRQ6667	8	18	53	1	3
JTY0821	8	18	53	1	1
JRT8829	8	18	54	1	2
JRCZ069	8	18	55	3	3
JRFN786	8	18	55	1	2
JR85217	8	18	56	3	1
JRUH109	8	18	57	1	2
JR8F919	8	18	59	1	2
JGQN3L63	8	19	0	1	2
JRKR395	8	19	1	1	1
JR3P911	8	19	3	1	2
JR2606C	8	19	4	1	2
JRAM986	8	19	4	1	3
JF616HZ	8	19	6	1	2
JGHR0562	8	19	8	3	2
JGN9XL58	8	19	8	1	3
JRY7783	8	19	8	1	1
JRA3526	8	19	8	1	2
JGQH3286	8	19	10	1	3
JR6X607	8	19	10	1	2
JR7M072	8	19	12	3	2
JR27658	8	19	13	1	2
JRDU496	8	19	13	1	3
JRTM880	8	19	14	3	3
JR8B551	8	19	15	1	2
JR01H03	8	19	16	1	3
JR0012Y	8	19	17	1	2
JGQQ6269	8	19	19	1	2
JRAP262	8	19	19	1	3
JRT8299	8	19	22	1	3
JRAV816	8	19	22	1	2
JR56371	8	19	26	1	3
JGJL8601	8	19	26	3	1
JRYC049	8	19	28	1	3
JR38K13	8	19	29	1	2
JRXL895	8	19	36	3	3
JRY9076	8	19	42	1	2
JRT8153	8	19	48	2	3
JRS7618	8	19	49	4	3
JRNF011	8	19	49	2	2
JRT8686	8	19	51	2	3
JR67871	8	19	52	4	2
JGN4E651	8	19	52	1	1
JGYDZ883	8	19	52	4	3
JRXF587	8	19	52	2	2
JR2E656	8	19	53	2	1
JR9K039	8	19	53	2	2
JR95512	8	19	54	2	3
JRUU671	8	19	54	4	3
wp	8	19	54	4	1
JGP18C60	8	19	55	4	2
JRAU071	8	19	56	4	3
JR00J59	8	19	56	4	2
JGN297K8	8	19	56	2	1
JGNWP737	8	19	56	2	3
JGPTS196	8	19	57	4	1
JRN7728	8	19	58	4	3
JR90834	8	20	0	4	1
JNMNG066	8	20	0	4	3
JRGP130	8	20	0	4	2
JRMG202	8	20	1	4	3
JRWQ672	8	20	1	2	2
JBRN650	8	20	2	2	1
JR0766F	8	20	4	4	1
JR5812E	8	20	5	4	2
JGN25LL8	8	20	7	4	3
JR2727D	8	20	9	4	3
JRLJ908	8	20	11	4	3
JRXU183	8	20	13	4	1
JR71F90	8	20	13	4	2
JRLD134	8	20	15	2	2
JR00501	8	20	15	4	2
JRX8657	8	20	16	4	1
JR5X017	8	20	16	4	3
JRGU850	8	20	18	4	1
JGGVY116	8	20	19	2	3
JRT2079	8	20	20	4	1
JR8758Q	8	20	20	4	3
JRCG576	8	20	24	4	1
JNAEC569	8	20	26	2	1
JNDFF400	8	20	26	4	1
JR75A06	8	20	27	4	2
JR60011	8	20	29	4	1
JGNE9246	8	20	30	2	1
JGPA0S10	8	20	32	4	1
JR69950	8	20	38	1	3
JRJC639	8	20	39	3	3
JH15580	8	20	40	1	1
JR2N882	8	20	40	1	2
JRMP027	8	20	40	2	1
JGMY5028	8	20	41	3	1
JR9B738	8	20	42	3	2
