Plate ID	Hour	Min	Second	Travel Orientation	LaneID
JGYAF238	9	13	28	1	3
JGLC0777	9	13	29	1	2
JF033RY	9	13	30	1	3
wp	9	13	30	3	2
JRZM191	9	13	31	3	3
JGQ5N297	9	13	32	3	2
JA008UB	9	13	34	1	2
JGNWU333	9	13	34	3	2
JRT8792	9	13	35	1	3
JR0N686	9	13	36	1	2
JRU0710	9	13	36	1	3
JR8M506	9	13	39	2	2
JRWY660	9	13	40	1	2
JRTA306	9	13	51	3	2
JRKX302	9	13	51	1	3
JR7D657	9	13	56	1	1
JP0010P	9	14	4	3	3
JRRH903	9	14	9	1	2
JR55K09	9	14	10	4	2
JRXD276	9	14	12	4	3
JGNU3076	9	14	12	2	2
JR26E90	9	14	12	2	3
JRVN099	9	14	12	3	1
JGN899E3	9	14	14	4	2
JGM92992	9	14	14	2	1
JRT8876	9	14	15	2	3
JRXV005	9	14	15	2	2
JR3E038	9	14	16	4	3
JGQSA006	9	14	16	4	1
JRHY817	9	14	17	2	3
JR8T633	9	14	17	4	2
JRJZ070	9	14	18	4	3
JRRS067	9	14	18	2	2
JRLJ280	9	14	19	2	3
JRQ3891	9	14	20	4	1
JRT8557	9	14	20	2	2
JR2B319	9	14	21	2	3
JRT8336	9	14	22	2	2
JRAS237	9	14	25	2	3
JGQ131T3	9	14	27	2	2
JR3X966	9	14	30	1	1
JRJC543	9	14	37	4	1
JRT2723	9	14	40	4	2
JRT8615	9	14	43	4	3
JGQBL809	9	14	52	4	1
JGQB8N86	9	14	52	3	2
JRQ4449	9	14	54	2	1
JRAC276	9	14	54	1	2
JR2Q563	9	14	55	3	1
JR8W569	9	14	55	1	3
JR63789	9	14	56	3	3
JRMW711	9	14	57	3	2
JR7866A	9	14	59	3	2
JGQ77N99	9	14	59	1	2
JR63779	9	15	0	1	3
JRT8679	9	15	0	3	3
JR2036S	9	15	1	1	2
JRKS933	9	15	1	3	2
wp	9	15	1	3	1
JGGUX931	9	15	3	3	3
JRK4951	9	15	4	3	2
JRPN283	9	15	4	1	2
HEMS5560	9	15	4	1	3
JGJF8065	9	15	5	3	3
JRY0281	9	15	6	3	2
JR65L99	9	15	7	1	3
JRAM178	9	15	7	1	2
JR85C63	9	15	8	1	2
JR08K36	9	15	8	1	1
JR7Z012	9	15	10	3	2
JR63A06	9	15	11	1	2
JGKJ8983	9	15	11	3	3
JGQH0A61	9	15	12	1	2
JRHY618	9	15	12	1	3
wp	9	15	13	3	2
JGN9S660	9	15	14	1	2
JGNZP891	9	15	14	1	1
JGN269G9	9	15	14	1	3
JGNDP377	9	15	15	1	2
JRGX712	9	15	16	1	2
JRAF356	9	15	16	3	2
JGMP9996	9	15	18	3	3
JRQK376	9	15	18	1	2
JRK8622	9	15	22	3	2
wp	9	15	24	1	2
JR66K72	9	15	33	3	2
HEP59111	9	15	34	1	3
JRQ3678	9	15	34	3	3
JR7R128	9	15	43	1	2
JRLN651	9	15	48	3	1
JRVX927	9	15	49	2	2
JR2C103	9	15	49	4	2
JRSR286	9	15	50	2	3
JRGR623	9	15	50	4	1
JR44483	9	15	51	2	1
JREH319	9	15	51	4	3
JR39006	9	15	53	2	2
JGPMJ991	9	15	53	4	2
JRQS717	9	15	53	2	3
JRCE936	9	15	54	4	1
JGNM0236	9	15	54	4	3
JR6P195	9	15	56	2	3
JRYV581	9	15	56	4	3
JGFK8511	9	15	56	2	1
JGL09766	9	15	57	4	2
JJYA871	9	15	58	2	3
JRT2119	9	15	59	2	2
JR7A617	9	15	59	4	1
JRBS448	9	15	59	2	3
JR93J16	9	16	0	4	3
JR91619	9	16	1	2	1
JR51R09	9	16	6	4	3
JR8K779	9	16	11	4	1
JR82080	9	16	15	2	1
JR90340	9	16	16	4	1
JGNA6M78	9	16	19	1	1
JNNU0512	9	16	20	2	1
JGP6D796	9	16	24	2	2
JRQV880	9	16	28	2	1
JRJU187	9	16	30	4	1
JGGGQ239	9	16	32	3	2
JGY96313	9	16	34	3	3
JGN7V207	9	16	35	3	1
JR69722	9	16	35	1	3
wp	9	16	35	1	2
JRMY153	9	16	36	3	2
JR85772	9	16	36	2	3
JNMF3302	9	16	38	3	1
JGN2L835	9	16	38	3	2
JGJ74821	9	16	38	3	3
JR5F753	9	16	39	1	2
JR01D17	9	16	40	3	3
JRHZ013	9	16	40	4	3
JA3E175	9	16	40	1	3
JGJ40633	9	16	40	3	2
JNKY8D03	9	16	42	1	1
JRYX988	9	16	42	3	3
JR33K80	9	16	42	1	3
SHFS8962	9	16	42	1	2
SHC82229	9	16	42	3	2
JR8C118	9	16	44	3	1
JA263LC	9	16	44	3	3
JGQKS983	9	16	45	1	2
JR02S62	9	16	46	3	2
JR9P139	9	16	47	3	2
wp	9	16	47	3	3
JR69373	9	16	48	3	3
JRXG971	9	16	49	3	2
JGJN0802	9	16	50	3	2
JRT8665	9	16	51	1	3
JRMH939	9	16	51	1	2
JGGKN051	9	16	52	1	1
JGPU0G09	9	16	52	1	3
JR6A519	9	16	53	1	2
JGHS9505	9	16	54	1	3
JRAA666	9	16	56	4	2
JDLV777	9	16	56	1	2
JRAG079	9	16	58	1	2
JRT2799	9	17	0	1	3
JRQJ678	9	17	0	1	2
JRT2871	9	17	2	1	2
JRT2908	9	17	3	1	2
JRWE898	9	17	3	3	2
JR0C379	9	17	4	1	1
JGP2H078	9	17	9	1	3
JR97429	9	17	12	1	2
JRXD788	9	17	12	1	3
JR36543	9	17	15	3	2
JRXH427	9	17	15	1	3
JR62827	9	17	21	3	3
JR8G896	9	17	29	2	3
JRMB298	9	17	30	4	2
JRT1932	9	17	30	2	2
JR51362	9	17	30	4	3
JRTA205	9	17	32	2	3
JR2639C	9	17	33	4	3
JRP8W77	9	17	35	2	1
JRM9218	9	17	36	4	2
JRVN793	9	17	38	4	3
JGQJ5E01	9	17	38	3	1
JR7L062	9	17	39	4	2
JR38757	9	17	41	3	3
JR85K92	9	17	44	2	1
JRTA693	9	17	44	3	3
JRTM633	9	17	44	4	3
JR3612V	9	17	45	4	3
JRAK825	9	17	46	4	1
JRKJ002	9	17	49	4	1
JR62S92	9	17	53	4	2
JR67479	9	17	54	2	1
JRPS536	9	17	56	4	3
JR63715	9	17	59	2	1
JGP9G563	9	18	2	4	1
JGQE8E20	9	18	10	1	1
JR92R19	9	18	13	3	2
JR69970	9	18	13	1	3
JRYX997	9	18	14	2	1
JR65H92	9	18	14	1	2
JR4K877	9	18	14	3	3
JRT8707	9	18	16	2	2
JRRR928	9	18	16	1	3
JR36240	9	18	16	3	2
JGN835G9	9	18	17	4	1
JGGJN295	9	18	17	3	3
JRU4186	9	18	17	1	2
JRLS389	9	18	17	3	1
JRAL989	9	18	18	3	2
JR26P8L	9	18	18	2	3
JGPHJ825	9	18	19	1	2
JGQB6193	9	18	20	3	3
WHG8T88	9	18	20	1	3
JRPH226	9	18	21	3	2
JRAQ662	9	18	22	1	3
JRHA004	9	18	22	1	1
JRHY618	9	18	22	3	1
wp	9	18	22	1	2
JGNE8S69	9	18	23	3	2
wp	9	18	24	1	2
JRV2521	9	18	25	3	3
JGN87K97	9	18	25	1	3
JR5H112	9	18	27	1	2
JGN99J56	9	18	28	3	1
JR5827S	9	18	29	1	2
JRSQ801	9	18	30	1	1
JRW1093	9	18	30	3	2
JR5110R	9	18	31	1	2
JRV7779	9	18	31	1	3
JRYY322	9	18	32	3	2
JR8Z505	9	18	34	1	2
JNLW8729	9	18	35	3	2
JRN9778	9	18	35	1	1
JRT2789	9	18	36	1	2
JRN1140	9	18	36	3	3
JRT1936	9	18	37	1	3
JRVV876	9	18	38	3	2
JRV7726	9	18	38	3	3
JGQ028K9	9	18	39	1	2
JRHW733	9	18	41	1	2
JRPH167	9	18	41	3	3
JR8K236	9	18	42	1	2
JRQ0357	9	18	42	1	3
JRNU337	9	18	43	1	1
JRJJ403	9	18	45	3	3
JRCC643	9	18	45	1	3
LNH1509	9	18	49	3	2
JRW1822	9	18	50	1	3
JRW9557	9	18	55	1	2
JR88K23	9	18	56	3	3
JR79T16	9	18	59	1	3
JRWQ312	9	19	8	2	2
JNKA1912	9	19	9	4	2
JRR1112	9	19	9	2	1
JRW9183	9	19	9	4	3
JGQ0Z888	9	19	11	4	1
JRXC431	9	19	11	2	3
JRPZ332	9	19	12	4	2
JR47166	9	19	12	2	2
JR68S01	9	19	12	4	3
JGGGX953	9	19	14	2	1
JRT1902	9	19	15	2	2
JRQF787	9	19	16	4	3
JGPK1Y08	9	19	16	4	2
JRY5876	9	19	17	2	2
JRT1841	9	19	18	2	3
JRT2932	9	19	18	4	1
JRMU532	9	19	18	1	1
JNNAN778	9	19	18	4	2
JRLR217	9	19	19	2	2
JRLK661	9	19	22	4	3
wp	9	19	22	2	3
JRNP189	9	19	25	2	2
ZA350E3	9	19	28	2	3
JR7555Z	9	19	37	2	1
JGNNN391	9	19	41	4	3
JRT8980	9	19	41	2	1
JRT1338	9	19	44	2	1
JRLY131	9	19	44	4	1
wp	9	19	49	1	2
JRWX679	9	19	51	3	1
wp	9	19	51	1	2
JRYM821	9	19	53	1	3
JR98P77	9	19	53	3	2
JR50A25	9	19	54	1	1
JRJ3313	9	19	54	3	3
JR88H26	9	19	55	1	2
JGN10AM9	9	19	57	3	3
JR96Q69	9	19	57	3	2
SJ6P681	9	19	59	3	2
JRN2333	9	19	59	3	3
JRR5622	9	19	59	1	1
JR05952	9	20	0	1	2
JRTA261	9	20	2	1	3
JR4G778	9	20	2	3	3
JB9873N	9	20	2	3	2
JRQT689	9	20	2	4	1
EQ23H15	9	20	2	1	2
JR7G819	9	20	3	3	1
JR88T97	9	20	4	3	3
JRT8938	9	20	4	1	2
JGN479F9	9	20	5	3	2
JGP5XE85	9	20	7	1	2
JRZK921	9	20	7	3	2
JGQE5E72	9	20	8	3	1
JND13456	9	20	8	1	3
JB538XQ	9	20	10	1	2
wp	9	20	11	3	2
JRDK517	9	20	12	1	2
JRPF062	9	20	12	1	3
JRY65Q1	9	20	12	3	2
JND0889F	9	20	14	3	2
wp	9	20	14	1	2
JF3Y683	9	20	15	1	3
JGP10G08	9	20	17	3	1
JR3Q851	9	20	17	1	3
JGLT7292	9	20	18	2	2
JAB591W	9	20	19	3	2
JRYA868	9	20	20	3	3
JR5R288	9	20	21	3	1
JRTA191	9	20	22	3	3
JRP7809	9	20	22	1	2
JRQH006	9	20	23	3	3
JGGNP923	9	20	23	3	2
JRTA297	9	20	30	3	2
JR00842	9	20	31	2	1
JRT8076	9	20	35	1	2
JRT2855	9	20	40	1	1
wp	9	20	44	3	3
JRHX379	9	20	50	4	2
JRT2025	9	20	50	4	3
JR8H809	9	20	51	2	2
LAAL6Y79	9	20	52	2	3
JR97511	9	20	54	2	2
JGNV0805	9	20	54	4	2
JRSA507	9	20	54	4	3
JRT2372	9	20	54	2	3
JRT8610	9	20	57	2	2
JR96356	9	20	58	2	3
JR75509	9	20	58	2	1
JRTA577	9	21	2	4	2
JRTA652	9	21	5	2	3
JRYL045	9	21	7	3	1
JRMX671	9	21	13	1	3
JR2335R	9	21	14	2	3
JRGG268	9	21	17	2	2
JGAG5478	9	21	18	2	1
JR36N08	9	21	28	4	2
JRMG913	9	21	31	4	3
JRQJ678	9	21	31	3	3
JR05P03	9	21	33	3	2
JGNX1525	9	21	35	1	2
JRRR042	9	21	36	1	1
JRAC037	9	21	37	3	2
JGYBG119	9	21	38	1	2
JRVL853	9	21	38	3	2
JR69875	9	21	38	3	3
JR2012X	9	21	38	1	3
JRT8156	9	21	39	1	1
LCMH697	9	21	39	2	1
wp	9	21	40	3	2
JR03S38	9	21	41	1	2
JGAN1001	9	21	41	3	2
wp	9	21	41	3	3
JGPRJ561	9	21	42	1	3
JR8R531	9	21	43	1	2
JGN6FG63	9	21	44	1	1
JRZL787	9	21	45	3	2
JPH442G	9	21	46	1	3
JR75P02	9	21	46	3	2
JGNV8019	9	21	46	1	2
JRV0601	9	21	48	3	3
JRWP577	9	21	48	1	2
JRQT283	9	21	49	1	2
JRPV572	9	21	49	1	3
JRTA727	9	21	51	1	2
JR7T200	9	21	54	1	3
JRXR671	9	21	55	1	2
JIA413G6	9	21	55	3	2
JRCU196	9	21	56	1	2
JNDYZ185	9	21	56	1	1
JR0Z726	9	21	56	3	3
JRUY677	9	21	59	1	2
JRYY446	9	22	0	1	3
JR8D958	9	22	0	1	2
WLPW586	9	22	4	3	2
JRQG776	9	22	4	1	3
JR0C327	9	22	4	1	2
JR53R33	9	22	8	3	2
HT30002	9	22	17	4	1
JGJ99149	9	22	28	1	3
WJJ7224B	9	22	29	4	2
JGJL0921	9	22	30	2	2
JR6716B	9	22	31	2	3
JR8431L	9	22	31	4	3
JRVB607	9	22	32	2	1
JRE8866	9	22	32	4	2
JRGA375	9	22	35	2	3
JRNR507	9	22	35	4	3
JRT2237	9	22	37	2	2
JRRW279	9	22	37	1	1
JR87619	9	22	38	2	3
JRMA080	9	22	43	2	1
JGPTU519	9	22	52	4	3
JRTA708	9	23	3	2	1
JF6M029	9	23	4	4	1
JJUT527	9	23	5	2	2
JRXU686	9	23	7	3	1
JRLG013	9	23	9	4	2
JRQV679	9	23	10	2	3
JGN6J577	9	23	12	3	2
wp	9	23	12	3	3
JGQ033R7	9	23	13	1	1
JGP59N66	9	23	13	3	1
JRHR246	9	23	14	3	3
JR9619G	9	23	15	3	1
JFAX498	9	23	16	1	2
JGY09089	9	23	16	1	1
JGQ737H1	9	23	18	3	2
JGNF5G88	9	23	18	3	3
JR63728	9	23	18	1	3
JRQJ678	9	23	18	1	2
wp	9	23	19	1	1
JR39K97	9	23	20	3	2
JR9G931	9	23	21	3	3
JGJ91569	9	23	21	1	1
JR95764	9	23	21	1	2
JNKSY615	9	23	21	1	3
JR8063X	9	23	22	3	2
JRRG978	9	23	23	1	2
JGQ6D826	9	23	23	3	3
wp	9	23	23	1	3
JGGTD235	9	23	24	3	2
JRCM059	9	23	25	3	3
JR5791N	9	23	25	1	3
JGQHG972	9	23	26	3	2
MK02A97	9	23	26	1	2
JR2A956	9	23	27	1	3
JR80595	9	23	28	1	2
JGNUD987	9	23	29	1	3
JR80K17	9	23	29	3	3
JRZH976	9	23	29	3	2
JR00H26	9	23	29	1	2
JRMZ081	9	23	29	2	1
JRXY919	9	23	31	1	2
JR6G726	9	23	31	1	3
JRTM899	9	23	32	1	2
JGPM2S33	9	23	33	1	1
JRTA789	9	23	33	1	3
JNAHA731	9	23	34	3	2
JNHGT111	9	23	34	1	2
JR8G621	9	23	35	1	3
JR7B292	9	23	36	1	2
JF64855	9	23	38	1	2
JGQTJ777	9	23	39	1	1
JR9W552	9	23	39	3	2
JRHX646	9	23	39	1	3
JR8S897	9	23	40	1	2
JRST173	9	23	41	3	3
JRK5727	9	23	42	3	2
JRW2613	9	23	42	4	1
JGN46H28	9	23	44	3	3
JR63711	9	23	44	1	3
JRKF578	9	23	47	1	2
JGNBY857	9	23	47	3	2
JGQT0A63	9	23	50	3	3
JGPF2H59	9	24	0	1	3
JRHQ087	9	24	6	1	3
JRM6192	9	24	9	4	2
JRXZ539	9	24	9	4	3
JR81E59	9	24	10	2	3
JRYH799	9	24	11	2	2
JGNVY003	9	24	11	2	1
JB7P257	9	24	12	4	2
JRT8159	9	24	13	2	2
wp	9	24	13	4	3
JRT8526	9	24	15	2	3
JNAHM322	9	24	16	2	2
JR62946	9	24	17	2	3
JRH6134	9	24	20	2	3
JREF090	9	24	20	3	1
JRT2307	9	24	22	2	2
JR8U386	9	24	28	2	1
JR7U065	9	24	33	1	1
JRZH703	9	24	47	4	1
wp	9	24	52	2	3
JR60S22	9	24	54	3	2
wp	9	24	54	3	3
JRU6838	9	24	55	1	2
JRTC787	9	24	56	3	3
wp	9	24	58	1	3
JGA92710	9	24	59	1	2
JGLV0791	9	25	0	3	3
JR9R960	9	25	0	3	2
JRJW762	9	25	0	2	1
JGJX4391	9	25	1	1	3
JR2S726	9	25	1	1	2
JGP66Z59	9	25	2	1	1
JR28A69	9	25	3	1	3
JJJ9Y094	9	25	4	3	2
JGNRK199	9	25	5	1	1
JRPM675	9	25	5	1	3
wp	9	25	5	1	2
JR8F917	9	25	7	3	2
JRQL939	9	25	7	3	3
wp	9	25	8	1	2
JR8C761	9	25	10	1	3
JGPA9G13	9	25	10	1	2
wp	9	25	11	1	1
JGN0B770	9	25	13	1	2
JRAB068	9	25	13	1	1
JR7570U	9	25	14	1	3
JR35889	9	25	16	1	2
JGP073A8	9	25	17	1	3
JNAAM989	9	25	19	1	2
JR6Z332	9	25	20	1	3
JR06K77	9	25	20	1	2
JRCZ017	9	25	22	1	2
JRZ9727	9	25	23	2	2
JRXZ526	9	25	23	1	3
JRVV611	9	25	24	1	1
JGP19X63	9	25	25	1	3
JR99566	9	25	27	1	3
JR6Q576	9	25	28	3	2
JGP6NV52	9	25	29	3	1
JNG89827	9	25	31	1	2
JGNX7C66	9	25	34	3	3
JL78867	9	25	37	1	1
JJ5Y667	9	25	43	3	1
JRT8080	9	25	50	4	2
JRCQ003	9	25	52	4	2
wp	9	25	52	2	3
JGNL2S08	9	25	53	4	2
JRZF988	9	25	53	3	1
JA572EG	9	25	54	2	3
wp	9	25	54	4	1
JRTA950	9	25	55	2	2
JRGA738	9	25	57	2	1
JRYG070	9	25	58	2	3
JRM0003	9	25	59	2	2
JR22A55	9	25	59	4	3
JRVE125	9	26	0	2	1
JRLD402	9	26	1	4	3
JR5995D	9	26	1	4	2
JRT8582	9	26	1	2	3
JGP171Z6	9	26	4	2	3
JGPHW076	9	26	11	2	1
JRT2723	9	26	19	2	1
JR2888W	9	26	22	4	3
JR92N96	9	26	28	4	2
JGPHF299	9	26	31	2	2
JR73F09	9	26	32	1	3
JRGQ661	9	26	32	1	1
wp	9	26	33	1	2
JGPT2G62	9	26	34	3	2
JRT1881	9	26	35	3	3
JRXX066	9	26	35	1	2
JR5R197	9	26	36	3	2
JR63418	9	26	38	3	3
JRT2335	9	26	38	1	1
JGQ85M29	9	26	38	3	2
JRVJ632	9	26	38	1	2
JGNN5521	9	26	40	3	2
JRSZ717	9	26	40	3	1
wp	9	26	42	1	2
MFHY033	9	26	43	2	3
JRLD719	9	26	43	3	3
JFRJ337	9	26	44	3	2
JGP9RT60	9	26	44	1	2
JGNV99B9	9	26	45	3	3
JRA0967	9	26	46	1	2
JR21S27	9	26	46	3	2
JREW777	9	26	46	2	1
JR77R06	9	26	49	3	2
JGBS7182	9	26	49	1	2
JR69990	9	26	49	3	3
JGNMT286	9	26	51	1	2
JGGRW463	9	26	51	1	3
JRTA185	9	26	52	1	2
JR2K923	9	26	52	2	2
wp	9	26	52	3	3
JNDD8763	9	26	53	3	2
JRN6036	9	26	54	3	3
JR46011	9	26	54	1	2
JGJR0097	9	26	55	3	2
JRT1889	9	26	56	3	3
JRRS942	9	26	56	1	3
JR4E016	9	26	58	1	2
JR36S69	9	26	59	1	2
JA008UB	9	26	59	3	2
JGN6C909	9	27	0	3	3
JRTA076	9	27	1	3	2
JR58N32	9	27	1	1	3
JRQK826	9	27	3	1	2
JRJG988	9	27	3	1	3
JR6488C	9	27	4	3	2
JRRB226	9	27	6	1	1
JRV5554	9	27	9	1	2
JGPM0J60	9	27	15	1	3
JGN249K8	9	27	17	3	1
JRR3818	9	27	20	1	3
JGN5SZ33	9	27	25	1	3
JRXL787	9	27	28	3	2
JA183YZ	9	27	30	4	2
wp	9	27	30	4	3
JRXE171	9	27	31	2	1
JRXV661	9	27	31	2	3
JRVR859	9	27	34	4	3
JRY3921	9	27	34	2	3
JR6767S	9	27	35	3	1
JR92781	9	27	36	2	3
JRW1969	9	27	36	4	3
JRVP528	9	27	36	4	2
JRTA917	9	27	38	4	2
JR8M887	9	27	38	2	3
JGN7NA96	9	27	39	2	2
JRAG221	9	27	42	2	2
JR6T792	9	27	44	2	1
JRM9133	9	27	51	4	1
JRQT918	9	27	54	4	1
JRT2908	9	27	56	2	1
JGGL6768	9	27	58	1	1
YNJX611	9	28	0	4	3
JRW5682	9	28	0	4	1
JIBD6543	9	28	3	2	2
JGQQG853	9	28	5	4	2
JRT3588	9	28	10	2	3
JR69950	9	28	11	3	3
JRGQ912	9	28	12	4	1
JRYZ058	9	28	13	1	3
JR4X508	9	28	13	3	2
JGPV9833	9	28	14	1	2
JA029HG	9	28	16	3	2
JR21G87	9	28	16	1	3
JRYC130	9	28	17	3	3
JGGXP777	9	28	18	3	2
JR9F837	9	28	18	3	1
JGNZL789	9	28	18	1	1
JGPCF982	9	28	19	1	3
JGPF8F02	9	28	19	1	2
JR71B08	9	28	20	1	2
JRPR345	9	28	20	3	2
JR2N752	9	28	22	1	2
JR93346	9	28	23	2	1
JRA8856	9	28	23	1	3
JR6B023	9	28	23	3	2
JRP3992	9	28	23	1	1
JGN0CR77	9	28	24	1	2
JRAY393	9	28	24	3	3
JRZS896	9	28	25	3	2
JR6K917	9	28	26	3	3
JRLX272	9	28	26	1	2
JRVX767	9	28	27	3	2
JR37H29	9	28	28	1	3
JGQ6B735	9	28	28	3	2
JGPC6N96	9	28	31	3	2
JR8766U	9	28	32	1	2
JRLT599	9	28	32	3	2
JRWR777	9	28	34	1	3
JRMK331	9	28	34	3	3
JR02932	9	28	35	3	2
JR78090	9	28	36	3	1
JH0609A	9	28	36	3	3
JRGD621	9	28	37	3	2
JRH2538	9	28	37	1	2
JR92K12	9	28	37	1	3
JR65242	9	28	40	3	3
JRAY591	9	28	41	1	2
JRZL429	9	28	41	1	3
JGQ897B8	9	28	43	1	2
JGAC6961	9	28	45	3	2
JRJ5155	9	28	46	1	3
JRQV781	9	28	47	1	2
JGNCC144	9	28	51	3	2
JRJZ861	9	28	52	1	3
JR63935	9	29	8	4	2
JR8C978	9	29	8	2	1
JRTA751	9	29	9	2	3
JGPA6103	9	29	9	4	3
JGN7M7R7	9	29	10	2	2
JR8F998	9	29	11	4	2
JGEM983	9	29	12	4	3
JR77H12	9	29	14	4	3
JRQF063	9	29	14	2	2
JRMF716	9	29	15	4	1
JRNR228	9	29	16	2	2
JGP26Z61	9	29	18	2	2
JGQUD367	9	29	18	2	1
wp	9	29	18	4	3
JRR2828	9	29	28	2	2
JR92R18	9	29	30	2	1
JRW5800	9	29	32	2	3
JRGS068	9	29	33	4	2
wp	9	29	40	1	1
JGNK9841	9	29	43	2	1
JR9Z158	9	29	47	3	1
JR69375	9	29	53	3	3
JRTA779	9	29	53	2	1
JRUZ272	9	29	55	3	1
JRT8695	9	29	55	3	2
JKCP727	9	29	56	1	3
JRY1204	9	29	56	3	3
JPCQ178	9	29	56	1	2
JRXJ179	9	29	57	4	3
JJ5987S	9	29	58	1	2
JR27A76	9	29	58	1	1
JNBR6832	9	29	59	3	3
JGAP4104	9	29	59	3	2
wp	9	30	0	1	3
JGN7Y556	9	30	1	1	2
JGN8Y578	9	30	1	3	2
JGHD9699	9	30	1	3	3
JR69770	9	30	2	1	3
JR7G029	9	30	2	1	1
JGQK5U79	9	30	3	3	3
JGJ48743	9	30	3	3	2
JRT2516	9	30	4	1	3
JR69R89	9	30	4	1	2
JNGVG069	9	30	5	3	3
wp	9	30	5	3	2
JIHQA136	9	30	6	1	2
JRAM178	9	30	7	3	3
JKWD996	9	30	7	3	2
JR50S72	9	30	8	1	2
JGCZ6261	9	30	8	1	3
JRNE017	9	30	9	3	2
JGY83683	9	30	9	1	2
JRT8019	9	30	10	3	3
JR69370	9	30	10	1	3
JR80863	9	30	11	1	2
JGFB7711	9	30	12	1	3
JRT8288	9	30	13	1	2
JFAD889	9	30	14	1	1
JRM8091	9	30	15	1	3
wp	9	30	16	3	2
JR7P396	9	30	17	1	3
wp	9	30	17	1	2
JGG6J563	9	30	18	1	2
JR5577P	9	30	19	1	2
JRQQ555	9	30	20	1	2
wp	9	30	20	1	3
JRSP921	9	30	21	1	1
JRQW330	9	30	22	1	2
JR8F919	9	30	23	1	3
JGQ82M89	9	30	24	1	2
wp	9	30	24	1	1
wp	9	30	25	1	2
JRQ1375	9	30	30	1	1
JGGKK766	9	30	30	1	2
JGM01077	9	30	35	1	1
JRXL781	9	30	36	1	3
JRFF468	9	30	45	3	2
JRPE511	9	30	50	1	3
JRRT190	9	30	50	4	3
JR0D591	9	30	50	2	3
JRGG057	9	30	51	2	2
JR00846	9	30	52	4	2
JR8G896	9	30	53	4	3
JRXP013	9	30	54	2	2
JR5W622	9	30	54	2	3
JRA0435	9	30	55	4	2
JBHM113	9	30	56	3	1
JRAA059	9	30	57	2	3
JR63739	9	30	58	2	1
JRTA967	9	30	59	4	3
JRW0081	9	31	0	2	3
JRNS373	9	31	1	2	2
JRT8739	9	31	3	2	3
JR2973C	9	31	4	2	1
JRMF872	9	31	12	3	3
JR00481	9	31	14	1	3
JRG5111	9	31	16	4	2
JR8L878	9	31	16	2	1
JR52R89	9	31	16	2	3
JR8S668	9	31	18	2	1
JR68G30	9	31	18	4	3
JR6X089	9	31	20	2	1
JR6Q666	9	31	31	2	1
JAB512E	9	31	32	1	2
JRT8007	9	31	33	1	1
wp	9	31	33	1	3
JGNN3333	9	31	36	3	3
JGPY1E27	9	31	36	3	2
wp	9	31	37	1	2
JRGZ897	9	31	38	3	1
JRNY676	9	31	38	3	3
JRFX396	9	31	39	1	2
JRYC335	9	31	40	3	2
SF691PV	9	31	41	1	1
JRXW760	9	31	41	3	3
JRMD699	9	31	42	3	2
JRS8766	9	31	42	1	2
JRLL811	9	31	43	1	2
wp	9	31	43	3	3
JGN4Q229	9	31	44	1	3
JR0K098	9	31	45	3	2
JGPYF968	9	31	46	1	1
JRYN619	9	31	46	1	2
JGNH1S89	9	31	46	3	2
JGPJZ515	9	31	46	1	3
JR5692E	9	31	49	1	2
JRGS366	9	31	50	1	2
JRAE496	9	31	50	1	3
JRZJ520	9	31	50	1	1
JRZW432	9	31	51	3	3
JRQW039	9	31	52	1	3
JR3V321	9	31	52	1	1
JRCG239	9	31	52	1	2
JFL9091	9	31	53	3	2
JR6Q325	9	31	54	1	3
JRAW091	9	31	54	1	2
JRQX986	9	31	56	4	1
JR2W038	9	31	56	3	2
JREH571	9	31	56	1	2
JRGN126	9	31	57	1	2
JR0V161	9	31	59	1	1
JR3D791	9	31	59	1	2
JGPEF998	9	32	1	3	2
JRT8705	9	32	2	1	3
JRSA751	9	32	2	1	2
JND00761	9	32	3	1	2
JRGN516	9	32	5	1	2
HCTF762	9	32	8	1	2
JA957W9	9	32	9	3	2
JRT8836	9	32	13	1	3
JRZR908	9	32	14	3	1
JRQW065	9	32	17	3	3
JRN4486	9	32	19	2	2
JRQU757	9	32	20	3	3
JR0153N	9	32	24	3	3
JR00392	9	32	30	2	2
JRW9183	9	32	31	2	3
JRMH953	9	32	31	4	3
JGNGV081	9	32	34	2	1
JR6T988	9	32	34	4	3
JGJT7800	9	32	35	4	2
JNHVV769	9	32	37	4	3
JR60140	9	32	38	4	2
JGNSU558	9	32	38	2	1
JRML678	9	32	40	4	2
SE5UZ33	9	32	40	4	1
JR3P971	9	32	47	3	1
JR92334	9	32	49	4	1
JGQZM155	9	32	53	1	1
JRA0372	9	32	53	4	1
wp	9	32	59	2	1
JJEW927	9	33	1	2	1
JRT8525	9	33	4	2	1
JRP8237	9	33	5	4	3
JGN00458	9	33	5	4	2
JR59F13	9	33	10	2	2
JGLW2898	9	33	11	1	1
JRHQ859	9	33	13	1	3
LADE8880	9	33	13	1	2
JRXV263	9	33	14	3	2
JR63788	9	33	15	3	3
JR66502	9	33	15	1	3
JRHW802	9	33	15	1	2
JR7621B	9	33	16	3	2
JRA0080	9	33	16	3	1
EDAB475	9	33	17	2	3
JR6U075	9	33	17	1	1
JGN98769	9	33	18	1	3
JRKL599	9	33	19	1	2
JR46011	9	33	19	3	3
JGJH1599	9	33	20	1	3
JR68A98	9	33	20	3	2
JR64339	9	33	20	1	2
