24784	0	1
25007	2	1
25110	1	1
25229	0	1
25348	1	1
25470	2	1
25591	2	1
25710	1	1
25830	1	1
25950	1	1
26070	2	1
26190	3	1
26310	1	1
26429	1	1
26669	1	1
26669	1	1
26911	2	1
27030	1	1
27150	2	1
27302	8	1
27390	5	1
27634	4	1
27919	22	1
27989	13	1
28115	13	1
28233	6	1
28596	7	1
28710	6	1
28830	3	1
28950	2	1
29070	5	1
29212	18	1
29339	20	1
29429	6	1
29557	10	1
29669	2	1
29800	10	1
29917	8	1
30029	3	1
30156	6	1
30270	4	1
30397	6	1
30513	4	1
30630	1	1
30752	2	1
30869	2	1
30990	3	1
31110	2	1
31230	2	1
31349	1	1
31590	1	1
31720	4	1
31830	1	1
31950	2	1
32069	3	1
32160	1	1
32280	3	1
32385	1	1
32485	2	1
32585	3	1
32788	2	1
32885	3	1
32984	4	1
33085	2	1
33185	3	1
33285	1	1
33385	1	1
33485	1	1
33585	3	1
33685	0	1
33785	1	1
33885	1	1
33984	3	1
34084	1	1
34184	1	1
34289	4	1
34384	2	1
34485	1	1
34585	2	1
34685	3	1
34785	1	1
34885	2	1
34985	1	1
35085	3	1
35185	2	1
35285	1	1
35385	2	1
35485	2	1
35585	2	1
35744	0	1
35784	1	1
35886	2	1
35985	3	1
36085	1	1
36185	2	1
36285	5	1
36387	2	1
36485	2	1
36585	1	1
36685	3	1
36785	2	1
36885	1	1
36985	4	1
37085	1	1
37185	1	1
37285	2	1
37385	2	1
37485	0	1
37585	2	1
37685	1	1
37785	1	1
37885	1	1
37985	3	1
38084	0	1
38185	1	1
38284	1	1
38385	0	1
38485	1	1
38585	1	1
38685	1	1
38785	2	1
38885	1	1
38985	1	1
39086	1	1
39185	2	1
39285	2	1
39385	2	1
39485	2	1
39585	1	1
39685	1	1
39785	1	1
39885	1	1
39985	1	1
40085	1	1
40185	1	1
40285	1	1
40385	0	1
40485	2	1
40585	1	1
40685	2	1
40785	1	1
40885	3	1
40985	2	1
41085	2	1
41185	1	1
41305	2	1
41385	1	1
41485	5	1
41585	1	1
41685	1	1
41785	1	1
41887	2	1
41985	0	1
42084	1	1
42185	2	1
42285	1	1
42385	1	1
42485	2	1
42585	1	1
42685	1	1
42785	1	1
42885	1	1
42985	1	1
43085	1	1
43185	1	1
43285	0	1
43385	0	1
43485	0	1
43585	1	1
43685	3	1
43785	1	1
43885	1	1
43985	1	1
44085	0	1
24784	0	2
25007	6	2
25110	4	2
25232	5	2
25348	3	2
25470	4	2
25594	9	2
25710	4	2
25830	6	2
25952	6	2
26070	3	2
26194	9	2
26312	8	2
26429	6	2
26681	13	2
26810	16	2
26935	16	2
27047	14	2
27150	10	2
27297	24	2
27398	7	2
27651	21	2
27947	29	2
28005	27	2
28114	24	2
28217	17	2
28616	20	2
28726	11	2
28845	11	2
28968	18	2
29103	24	2
29215	24	2
29325	21	2
29455	20	2
29572	20	2
29684	13	2
29815	22	2
29937	23	2
30038	12	2
30152	8	2
30277	5	2
30396	8	2
30522	12	2
30645	16	2
30755	9	2
30876	8	2
30991	5	2
31125	13	2
31213	13	2
31349	7	2
31592	6	2
31720	12	2
31838	13	2
31958	13	2
32069	6	2
32160	3	2
32300	19	2
32385	7	2
32490	6	2
32585	6	2
32787	6	2
32894	10	2
32995	14	2
33085	8	2
33192	8	2
33294	8	2
33385	3	2
33485	10	2
33593	6	2
33692	8	2
33787	7	2
33891	7	2
33987	7	2
34086	5	2
34184	7	2
34293	13	2
34384	4	2
34485	5	2
34585	4	2
34706	16	2
34785	5	2
34897	10	2
34991	7	2
35085	5	2
35185	2	2
35285	2	2
35385	4	2
35494	10	2
35594	9	2
35744	2	2
35784	2	2
35887	8	2
35985	6	2
36096	10	2
36192	12	2
36290	6	2
36392	7	2
36490	8	2
36592	10	2
36685	6	2
36790	8	2
36890	6	2
36985	6	2
37085	4	2
37185	6	2
37289	5	2
37385	5	2
37487	6	2
37588	7	2
37685	3	2
37785	5	2
37885	4	2
37990	7	2
38084	4	2
38185	6	2
38284	2	2
38389	4	2
38485	3	2
38585	2	2
38685	2	2
38789	3	2
38885	4	2
38985	4	2
39086	1	2
39185	4	2
39290	6	2
39385	4	2
39490	6	2
39592	6	2
39685	4	2
39785	5	2
39885	6	2
39985	3	2
40085	2	2
40190	4	2
40285	2	2
40385	5	2
40495	7	2
40585	2	2
40692	5	2
40785	3	2
40893	9	2
40985	3	2
41091	5	2
41185	3	2
41294	7	2
41385	5	2
41495	10	2
41593	3	2
41685	2	2
41785	1	2
41887	5	2
41985	4	2
42084	1	2
42185	2	2
42285	2	2
42389	5	2
42491	9	2
42585	2	2
42689	6	2
42785	4	2
42885	3	2
42985	1	2
43085	2	2
43185	2	2
43285	1	2
43385	2	2
43485	3	2
43585	2	2
43685	2	2
43785	3	2
43885	2	2
43985	2	2
44085	2	2
24784	0	3
25007	1	3
25110	0	3
25229	1	3
25348	2	3
25470	2	3
25591	0	3
25710	0	3
25830	2	3
25950	0	3
26070	2	3
26190	4	3
26314	6	3
26429	0	3
26677	12	3
26789	1	3
26912	4	3
27030	1	3
27150	2	3
27274	9	3
27390	0	3
27629	1	3
27897	17	3
27993	18	3
28118	14	3
28234	11	3
28607	16	3
28716	9	3
28842	10	3
28959	10	3
29094	18	3
29190	11	3
29213	17	3
29432	9	3
29569	14	3
29669	5	3
29802	9	3
29913	5	3
30035	5	3
30157	8	3
30270	1	3
30390	0	3
30515	6	3
30632	3	3
30751	5	3
30869	2	3
30990	1	3
31112	5	3
31230	3	3
31349	4	3
31590	1	3
31716	6	3
31830	2	3
31953	7	3
32069	5	3
32160	2	3
32290	9	3
32385	6	3
32485	2	3
32585	4	3
32785	6	3
32885	4	3
32986	3	3
33085	6	3
33185	3	3
33285	3	3
33385	4	3
33489	5	3
33585	2	3
33685	2	3
33790	6	3
33885	5	3
33984	2	3
34084	4	3
34186	5	3
34285	5	3
34386	4	3
34485	4	3
34589	4	3
34685	7	3
34785	2	3
34885	3	3
34988	6	3
35092	7	3
35185	4	3
35285	2	3
35385	3	3
35485	4	3
35585	5	3
35744	0	3
35784	3	3
35886	4	3
35985	4	3
36091	5	3
36185	4	3
36285	2	3
36385	4	3
36485	4	3
36585	4	3
36685	3	3
36785	2	3
36885	1	3
36985	2	3
37085	2	3
37185	4	3
37285	1	3
37387	8	3
37485	2	3
37585	4	3
37685	2	3
37788	4	3
37885	0	3
37990	5	3
38084	1	3
38185	3	3
38284	2	3
38385	2	3
38485	1	3
38585	2	3
38685	1	3
38785	1	3
38885	1	3
38985	2	3
39086	5	3
39185	1	3
39285	1	3
39385	1	3
39489	5	3
39585	3	3
39685	2	3
39785	3	3
39885	2	3
39985	1	3
40085	0	3
40188	4	3
40285	2	3
40385	1	3
40485	1	3
40585	1	3
40685	1	3
40785	1	3
40895	8	3
40985	0	3
41085	3	3
41185	1	3
41291	5	3
41385	4	3
41555	9	3
41585	1	3
41685	2	3
41785	1	3
41885	2	3
41985	1	3
42084	1	3
42185	1	3
42285	1	3
42385	3	3
42485	3	3
42585	1	3
42685	1	3
42785	0	3
42885	0	3
42987	2	3
43085	1	3
43185	1	3
43285	1	3
43385	2	3
43485	2	3
43585	1	3
43685	3	3
43785	3	3
43885	0	3
43985	1	3
44085	1	3
