1	-1	-1	-1	-1	-1	7	0	59	-1	-1	1	3
2	-1	-1	-1	-1	-1	7	1	0	-1	-1	1	1
3	-1	-1	-1	-1	-1	7	1	4	-1	-1	1	2
4	-1	-1	-1	-1	-1	7	1	5	-1	-1	1	1
5	-1	-1	-1	-1	-1	7	1	9	-1	-1	1	3
6	-1	-1	-1	-1	-1	7	1	9	-1	-1	1	2
7	-1	-1	-1	-1	-1	7	1	12	-1	-1	1	3
8	-1	-1	-1	-1	-1	7	1	13	-1	-1	1	2
9	-1	-1	-1	-1	-1	7	1	15	-1	-1	1	1
10	-1	-1	-1	-1	-1	7	1	16	-1	-1	1	2
11	-1	-1	-1	-1	-1	7	1	18	-1	-1	1	2
12	-1	-1	-1	-1	-1	7	2	13	-1	-1	1	3
13	-1	-1	-1	-1	-1	7	3	5	-1	-1	1	2
14	-1	-1	-1	-1	-1	7	3	8	-1	-1	1	2
15	-1	-1	-1	-1	-1	7	3	10	-1	-1	1	3
16	25326	66	7	2	6	7	3	12	1	3	1	2
17	-1	-1	-1	-1	-1	7	3	15	-1	-1	1	2
18	-1	-1	-1	-1	-1	7	3	17	-1	-1	1	2
19	-1	-1	-1	-1	-1	7	3	20	-1	-1	1	2
20	-1	-1	-1	-1	-1	7	3	29	-1	-1	1	2
21	-1	-1	-1	-1	-1	7	3	41	-1	-1	1	2
22	-1	-1	-1	-1	-1	7	3	46	-1	-1	1	2
23	-1	-1	-1	-1	-1	7	4	17	-1	-1	1	3
24	-1	-1	-1	-1	-1	7	4	25	-1	-1	1	3
25	-1	-1	-1	-1	-1	7	4	29	-1	-1	1	1
26	-1	-1	-1	-1	-1	7	4	48	-1	-1	1	2
27	-1	-1	-1	-1	-1	7	4	48	-1	-1	1	3
28	-1	-1	-1	-1	-1	7	4	52	-1	-1	1	3
29	-1	-1	-1	-1	-1	7	4	52	-1	-1	1	2
30	-1	-1	-1	-1	-1	7	4	57	-1	-1	1	2
31	-1	-1	-1	-1	-1	7	5	10	-1	-1	1	3
32	-1	-1	-1	-1	-1	7	5	15	-1	-1	1	2
33	-1	-1	-1	-1	-1	7	5	22	-1	-1	1	2
34	-1	-1	-1	-1	-1	7	6	6	-1	-1	1	2
35	-1	-1	-1	-1	-1	7	6	9	-1	-1	1	3
36	-1	-1	-1	-1	-1	7	6	18	-1	-1	1	3
37	-1	-1	-1	-1	-1	7	6	25	-1	-1	1	3
38	-1	-1	-1	-1	-1	7	6	39	-1	-1	1	3
39	-1	-1	-1	-1	-1	7	6	43	-1	-1	1	3
40	-1	-1	-1	-1	-1	7	6	46	-1	-1	1	2
41	-1	-1	-1	-1	-1	7	6	46	-1	-1	1	3
42	-1	-1	-1	-1	-1	7	6	50	-1	-1	1	2
43	-1	-1	-1	-1	-1	7	6	51	-1	-1	1	1
44	-1	-1	-1	-1	-1	7	6	51	-1	-1	1	3
45	-1	-1	-1	-1	-1	7	6	53	-1	-1	1	3
46	25546	68	7	5	46	7	6	54	1	3	1	2
47	-1	-1	-1	-1	-1	7	6	56	-1	-1	1	3
48	-1	-1	-1	-1	-1	7	6	57	-1	-1	1	2
49	-1	-1	-1	-1	-1	7	6	58	-1	-1	1	3
50	-1	-1	-1	-1	-1	7	7	0	-1	-1	1	2
51	-1	-1	-1	-1	-1	7	7	1	-1	-1	1	2
52	-1	-1	-1	-1	-1	7	7	1	-1	-1	1	3
53	-1	-1	-1	-1	-1	7	7	3	-1	-1	1	2
54	-1	-1	-1	-1	-1	7	7	4	-1	-1	1	1
55	-1	-1	-1	-1	-1	7	7	7	-1	-1	1	2
56	-1	-1	-1	-1	-1	7	7	7	-1	-1	1	3
57	-1	-1	-1	-1	-1	7	7	8	-1	-1	1	2
58	-1	-1	-1	-1	-1	7	7	11	-1	-1	1	2
59	-1	-1	-1	-1	-1	7	7	14	-1	-1	1	2
60	-1	-1	-1	-1	-1	7	7	18	-1	-1	1	3
61	-1	-1	-1	-1	-1	7	7	24	-1	-1	1	2
62	-1	-1	-1	-1	-1	7	7	37	-1	-1	1	2
63	-1	-1	-1	-1	-1	7	7	40	-1	-1	1	1
64	-1	-1	-1	-1	-1	7	8	17	-1	-1	1	3
