1	-1	-1	-1	-1	-1	7	0	1	-1	-1	1	3
2	-1	-1	-1	-1	-1	7	0	47	-1	-1	1	2
3	-1	-1	-1	-1	-1	7	1	14	-1	-1	1	2
4	-1	-1	-1	-1	-1	7	1	15	-1	-1	1	1
5	-1	-1	-1	-1	-1	7	1	17	-1	-1	1	2
6	-1	-1	-1	-1	-1	7	1	23	-1	-1	1	2
7	-1	-1	-1	-1	-1	7	1	43	-1	-1	1	2
8	-1	-1	-1	-1	-1	7	2	56	-1	-1	1	1
9	-1	-1	-1	-1	-1	7	2	56	-1	-1	1	2
10	-1	-1	-1	-1	-1	7	3	13	-1	-1	1	1
11	-1	-1	-1	-1	-1	7	3	14	-1	-1	1	2
12	-1	-1	-1	-1	-1	7	3	16	-1	-1	1	3
13	-1	-1	-1	-1	-1	7	3	16	-1	-1	1	1
14	-1	-1	-1	-1	-1	7	3	17	-1	-1	1	2
15	-1	-1	-1	-1	-1	7	3	18	-1	-1	1	3
16	-1	-1	-1	-1	-1	7	3	20	-1	-1	1	3
17	-1	-1	-1	-1	-1	7	3	20	-1	-1	1	2
18	-1	-1	-1	-1	-1	7	3	22	-1	-1	1	3
19	-1	-1	-1	-1	-1	7	3	26	-1	-1	1	3
20	-1	-1	-1	-1	-1	7	3	33	-1	-1	1	2
21	-1	-1	-1	-1	-1	7	3	39	-1	-1	1	3
22	-1	-1	-1	-1	-1	7	4	19	-1	-1	1	2
23	-1	-1	-1	-1	-1	7	4	25	-1	-1	1	3
24	-1	-1	-1	-1	-1	7	4	48	-1	-1	1	3
25	-1	-1	-1	-1	-1	7	4	56	-1	-1	1	1
26	-1	-1	-1	-1	-1	7	4	58	-1	-1	1	2
27	-1	-1	-1	-1	-1	7	4	58	-1	-1	1	3
28	-1	-1	-1	-1	-1	7	5	0	-1	-1	1	2
29	-1	-1	-1	-1	-1	7	5	3	-1	-1	1	2
30	-1	-1	-1	-1	-1	7	5	10	-1	-1	1	2
31	-1	-1	-1	-1	-1	7	5	13	-1	-1	1	3
32	-1	-1	-1	-1	-1	7	5	19	-1	-1	1	2
33	-1	-1	-1	-1	-1	7	5	22	-1	-1	1	2
34	-1	-1	-1	-1	-1	7	5	29	-1	-1	1	2
35	-1	-1	-1	-1	-1	7	5	34	-1	-1	1	1
36	-1	-1	-1	-1	-1	7	5	50	-1	-1	1	2
37	-1	-1	-1	-1	-1	7	6	58	-1	-1	1	2
38	-1	-1	-1	-1	-1	7	6	59	-1	-1	1	3
39	-1	-1	-1	-1	-1	7	7	1	-1	-1	1	2
40	-1	-1	-1	-1	-1	7	7	5	-1	-1	1	1
41	-1	-1	-1	-1	-1	7	7	9	-1	-1	1	2
42	-1	-1	-1	-1	-1	7	7	14	-1	-1	1	2
43	-1	-1	-1	-1	-1	7	7	33	-1	-1	1	3
44	-1	-1	-1	-1	-1	7	7	38	-1	-1	1	2
45	-1	-1	-1	-1	-1	7	8	17	-1	-1	1	3
46	-1	-1	-1	-1	-1	7	8	54	-1	-1	1	2
47	-1	-1	-1	-1	-1	7	8	59	-1	-1	1	3
48	-1	-1	-1	-1	-1	7	8	59	-1	-1	1	1
49	-1	-1	-1	-1	-1	7	9	0	-1	-1	1	2
50	-1	-1	-1	-1	-1	7	9	3	-1	-1	1	1
51	-1	-1	-1	-1	-1	7	9	3	-1	-1	1	2
52	-1	-1	-1	-1	-1	7	9	5	-1	-1	1	3
